Open,High,Low,Close,Adj Close,Volume
158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,158.2057647705078,22622100
158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,156.23582458496094,21116200
157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,156.6396942138672,20813700
159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,155.21145629882812,21634100
158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,157.68373107910156,27746500
161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,159.6536407470703,21385000
162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,158.91493225097656,20725900
161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,160.82577514648438,21626500
163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,159.69305419921875,23477400
162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,160.72726440429688,21417900
164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,163.67234802246094,23865400
167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,164.58837890625,34371700
166.67999267578125,168.19000244140625,166.42999267578125,166.5,163.99737548828125,29517200
167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,163.20941162109375,24138800
166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,164.21408081054688,19680800
167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,162.559326171875,24918100
161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,159.84080505371094,32078100
163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,162.97303771972656,24899900
167.83999633789062,168.75,165.69000244140625,168.0399932861328,165.51422119140625,34754500
174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,170.18299865722656,51597500
172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,167.6713104248047,36142700
170.42999267578125,174.5,170.39999389648438,174.3800048828125,171.75894165039062,30107000
177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,177.41265869140625,36433300
184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,177.1959686279297,39186300
180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,180.86988830566406,27751400
182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,181.12600708007812,33529100
183.5800018310547,188.83999633789062,183.25,188.6999969482422,185.8636932373047,35844300
190.64999389648438,190.6999969482422,183.5,184.44000244140625,181.66773986816406,53159900
185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,181.93368530273438,47062900
183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,180.94871520996094,35295800
183.25,185.41000366210938,182.64999389648438,185.35000610351562,182.56405639648438,23149500
185.61000061035156,187.6999969482422,185.5,187.22999572753906,184.4158172607422,27792200
188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,184.9688720703125,29997500
186.9499969482422,187.25,181.10000610351562,184.4199981689453,182.14418029785156,36862400
183.1699981689453,183.5,177.25,178.58999633789062,176.38612365722656,48572600
167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,168.78114318847656,68311100
174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,165.99595642089844,68073300
169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,168.0700225830078,56206100
163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,156.2279815673828,93174900
152.41000366210938,163.7100067138672,152.0,162.00999450683594,160.01072692871094,97012700
165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,170.65769958496094,71030800
173.8000030517578,175.0,162.25999450683594,164.50999450683594,162.47987365722656,71677000
