Date,Open,High,Low,Close,Adj Close,Volume
2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,241.79168701171875,30338000
2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,248.49620056152344,36910600
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,247.2889862060547,22931900
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,249.32427978515625,22719800
2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,252.66656494140625,23625200
2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,255.26058959960938,24326800
2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,255.32044982910156,27148700
2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,257.8945007324219,23837500
2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,255.0011749267578,23070900
2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,259.5,258.90216064453125,25627500
2021-04-16,259.4700012207031,261.0,257.6000061035156,260.739990234375,260.1393127441406,24878600
2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,258.1439208984375,23209300
2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,257.6650390625,19722900
2021-04-21,258.94000244140625,260.67999267578125,257.25,260.5799865722656,259.97967529296875,24030400
2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,256.5775451660156,25606200
2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,260.5483703613281,21462600
2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,260.94744873046875,19763300
2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,261.3664855957031,31014200
2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,253.97354125976562,46903100
2021-04-29,255.4600067138672,256.1000061035156,249.0,252.50999450683594,251.9282684326172,40589000
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,251.59902954101562,30929200
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,251.27976989746094,19626600
2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,247.21914672851562,32756100
2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,245.90219116210938,21901300
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,249.15467834472656,26491100
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,251.87838745117188,27010100
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,246.6105499267578,29299900
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,245.66273498535156,33641600
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,238.44940185546875,36684400
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,242.47010803222656,29624300
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,247.57830810546875,23868600
2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,244.6151580810547,24970200
2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,242.52000427246094,20168000
2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,243.1199951171875,25739800
2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,246.47999572753906,21800700
2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,245.1699981689453,21855500
2021-05-24,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,250.77999877929688,21411500
2021-05-25,251.77000427246094,252.75,250.82000732421875,251.72000122070312,251.72000122070312,17704300
2021-05-26,251.42999267578125,252.94000244140625,250.75,251.49000549316406,251.49000549316406,17771600
2021-05-27,251.1699981689453,251.47999572753906,249.25,249.30999755859375,249.30999755859375,24426200
